"","goAcc","Protein_ID","GO_terms"
"504","GO:0004802"," 74144","transketolase activity"
"505","GO:0003824"," 74144","catalytic activity"
"506","GO:0008152"," 74144","metabolic process"
"507","GO:0047896"," 74144","formaldehyde transketolase activity"
"508","GO:0008270"," 74256","zinc ion binding"
"509","GO:0016491"," 74256","oxidoreductase activity"
"510","GO:0003939"," 74256","L-iditol 2-dehydrogenase activity"
"511","GO:0008080"," 74981","N-acetyltransferase activity"
"512","GO:0008152"," 74981","metabolic process"
"513","GO:0016831"," 75285","carboxy-lyase activity"
"514","GO:0004611"," 75285","phosphoenolpyruvate carboxykinase activity"
"515","GO:0008488"," 75285","gamma-glutamyl carboxylase activity"
"516","GO:0008694"," 75285","3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity"
"517","GO:0018790"," 75285","o-pyrocatechuate decarboxylase activity"
"518","GO:0018791"," 75285","2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate decarboxylase activity"
"519","GO:0018792"," 75285","bis(4-chlorophenyl)acetate decarboxylase activity"
"520","GO:0018793"," 75285","3,5-dibromo-4-hydroxybenzoate decarboxylase activity"
"521","GO:0018794"," 75285","2-hydroxyisobutyrate decarboxylase activity"
"522","GO:0018795"," 75285","2-hydroxy-2-methyl-1,3-dicarbonate decarboxylase activity"
"523","GO:0043727"," 75285","5-amino-4-imidazole carboxylate lyase activity"
"524","GO:0043728"," 75285","2-keto-4-methylthiobutyrate aminotransferase activity"
"525","GO:0003677"," 75606","DNA binding"
"526","GO:0005524"," 75606","ATP binding"
"527","GO:0003676"," 75606","nucleic acid binding"
"528","GO:0004386"," 75606","helicase activity"
"529","GO:0005856"," 76462","cytoskeleton"
"530","GO:0030833"," 76462","regulation of actin filament polymerization"
"531","GO:0005525"," 77039","GTP binding"
"532","GO:0007264"," 77039","small GTPase mediated signal transduction"
"533","GO:0005622"," 77039","intracellular anatomical structure"
"534","GO:0015031"," 77039","protein transport"
"535","GO:0004672"," 77065","protein kinase activity"
"536","GO:0005524"," 77065","ATP binding"
"537","GO:0006468"," 77065","protein phosphorylation"
"538","GO:0004674"," 77065","protein serine/threonine kinase activity"
"539","GO:0004682"," 77065","obsolete protein kinase CK2 activity"
"540","GO:0003735"," 77405","structural constituent of ribosome"
"541","GO:0005622"," 77405","intracellular anatomical structure"
"542","GO:0005840"," 77405","ribosome"
"543","GO:0006412"," 77405","translation"
"544","GO:0003676"," 78781","nucleic acid binding"
"545","GO:0005622"," 78781","intracellular anatomical structure"
"546","GO:0008270"," 78781","zinc ion binding"
"547","GO:0005622"," 78832","intracellular anatomical structure"
"548","GO:0007165"," 78832","signal transduction"
"549","GO:0005515"," 78832","protein binding"
"550","GO:0007154"," 78832","cell communication"
"551","GO:0035091"," 78832","phosphatidylinositol binding"
"552","GO:0004672"," 82831","protein kinase activity"
"553","GO:0005524"," 82831","ATP binding"
"554","GO:0006468"," 82831","protein phosphorylation"
"555","GO:0004713"," 82831","protein tyrosine kinase activity"
"556","GO:0004682"," 82831","obsolete protein kinase CK2 activity"
"557","GO:0004553"," 83182","hydrolase activity, hydrolyzing O-glycosyl compounds"
"558","GO:0005975"," 83182","carbohydrate metabolic process"
"559","GO:0016071"," 84230","mRNA metabolic process"
"560","GO:0030529"," 84230","ribonucleoprotein complex"
"561","GO:0009021"," 84496","S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity"
"562","GO:0016021"," 84518","membrane"
"563","GO:0016192"," 84518","vesicle-mediated transport"
"564","GO:0004365"," 85985","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"565","GO:0008943"," 85985","obsolete glyceraldehyde-3-phosphate dehydrogenase activity"
"566","GO:0045735"," 85997","nutrient reservoir activity"
"567","GO:0008152"," 86289","metabolic process"
"568","GO:0016491"," 86289","oxidoreductase activity"
"569","GO:0005525"," 86629","GTP binding"
"570","GO:0007264"," 86629","small GTPase mediated signal transduction"
"571","GO:0003924"," 86629","GTPase activity"
"572","GO:0005515"," 86629","protein binding"
"573","GO:0006886"," 86629","intracellular protein transport"
"574","GO:0006913"," 86629","nucleocytoplasmic transport"
"575","GO:0007165"," 86629","signal transduction"
"576","GO:0005622"," 86629","intracellular anatomical structure"
"577","GO:0015031"," 86629","protein transport"
"578","GO:0005215"," 87007","transporter activity"
"579","GO:0006810"," 87007","transport"
"580","GO:0016020"," 87007","membrane"
"581","GO:0004325"," 88748","ferrochelatase activity"
"582","GO:0016491"," 88965","oxidoreductase activity"
"583","GO:0006118"," 89055","obsolete electron transport"
"584","GO:0016491"," 89055","oxidoreductase activity"
"585","GO:0008080"," 89412","N-acetyltransferase activity"
"586","GO:0008152"," 89412","metabolic process"
"587","GO:0008080"," 90295","N-acetyltransferase activity"
"588","GO:0008152"," 90295","metabolic process"
"589","GO:0005634"," 90357","nucleus"
"590","GO:0042254"," 90357","ribosome biogenesis"
"591","GO:0003676"," 90488","nucleic acid binding"
"592","GO:0020037"," 91046","heme binding"
"593","GO:0046914"," 91046","transition metal ion binding"
"594","GO:0004100"," 91046","chitin synthase activity"
"595","GO:0005488"," 92041","binding"
"596","GO:0003723"," 92228","RNA binding"
"597","GO:0004521"," 92228","RNA endonuclease activity"
"598","GO:0033897"," 92228","ribonuclease T2 activity"
"599","GO:0003676"," 93102","nucleic acid binding"
"600","GO:0050046"," 93554","delta7-sterol 5(6)-desaturase activity"
"601","GO:0016469"," 94261","proton-transporting two-sector ATPase complex"
"602","GO:0046961"," 94261","proton-transporting ATPase activity, rotational mechanism"
"603","GO:0008270"," 94750","zinc ion binding"
"604","GO:0003676"," 96147","nucleic acid binding"
"605","GO:0005622"," 96147","intracellular anatomical structure"
"606","GO:0008270"," 96147","zinc ion binding"
"607","GO:0005634"," 96254","nucleus"
"608","GO:0008152"," 97305","metabolic process"
"609","GO:0016491"," 97305","oxidoreductase activity"
"610","GO:0000252"," 97305","C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity"
"611","GO:0000253"," 97305","3-keto sterol reductase activity"
"612","GO:0004033"," 97305","aldo-keto reductase (NADP) activity"
"613","GO:0004448"," 97305","isocitrate dehydrogenase [NAD(P)+] activity"
"614","GO:0004495"," 97305","mevaldate reductase activity"
"615","GO:0008875"," 97305","gluconate dehydrogenase activity"
"616","GO:0016229"," 97305","steroid dehydrogenase activity"
"617","GO:0018451"," 97305","epoxide dehydrogenase activity"
"618","GO:0018452"," 97305","5-exo-hydroxycamphor dehydrogenase activity"
"619","GO:0018453"," 97305","2-hydroxytetrahydrofuran dehydrogenase activity"
"620","GO:0032442"," 97305","phenylcoumaran benzylic ether reductase activity"
"621","GO:0033764"," 97305","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"622","GO:0033765"," 97305","steroid dehydrogenase activity, acting on the CH-CH group of donors"
"623","GO:0043713"," 97305","(R)-2-hydroxyisocaproate dehydrogenase activity"
"624","GO:0048258"," 97305","3-ketoglucose-reductase activity"
"625","GO:0051990"," 97305","(R)-2-hydroxyglutarate dehydrogenase activity"
"626","GO:0016706"," 98680","2-oxoglutarate-dependent dioxygenase activity"
"627","GO:0019538"," 98680","protein metabolic process"
"628","GO:0004467"," 99143","long-chain fatty acid-CoA ligase activity"
"629","GO:0015645"," 99143","fatty acid ligase activity"
"630","GO:0031955"," 99143","short-chain fatty acid-CoA ligase activity"
"631","GO:0031956"," 99143","medium-chain fatty acid-CoA ligase activity"
"632","GO:0031957"," 99143","very long-chain fatty acid-CoA ligase activity"
"633","GO:0003824"," 99201","catalytic activity"
"634","GO:0008152"," 99201","metabolic process"
"635","GO:0003988"," 99201","acetyl-CoA C-acyltransferase activity"
"636","GO:0003779"," 99641","actin binding"
"637","GO:0016043"," 99641","cellular component organization"
"638","GO:0017048"," 99641","small GTPase binding"
"639","GO:0030036"," 99641","actin cytoskeleton organization"
"640","GO:0005488"," 99641","binding"
"641","GO:0005525","100015","GTP binding"
"642","GO:0003924","100015","GTPase activity"
"643","GO:0003746","100015","translation elongation factor activity"
"644","GO:0005622","100015","intracellular anatomical structure"
"645","GO:0006414","100015","translational elongation"
"646","GO:0050800","100015","obsolete hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement"
"647","GO:0006897","100483","endocytosis"
"648","GO:0016020","100483","membrane"
"649","GO:0005515","100756","protein binding"
"650","GO:0005524","100756","ATP binding"
"651","GO:0008473","101392","ornithine cyclodeaminase activity"
"652","GO:0003824","103636","catalytic activity"
"653","GO:0005992","103636","trehalose biosynthetic process"
"654","GO:0003825","103636","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
"655","GO:0003676","103803","nucleic acid binding"
"656","GO:0008270","103803","zinc ion binding"
"657","GO:0005351","104263","carbohydrate:proton symporter activity"
"658","GO:0008643","104263","carbohydrate transport"
"659","GO:0016020","104263","membrane"
"660","GO:0005215","104263","transporter activity"
"661","GO:0006810","104263","transport"
"662","GO:0016021","104263","membrane"
"663","GO:0046872","104406","metal ion binding"
"664","GO:0003677","104438","DNA binding"
"665","GO:0005634","104438","nucleus"
"666","GO:0006350","104438","DNA-templated transcription"
"667","GO:0008270","104438","zinc ion binding"
"668","GO:0043365","106166","[formate-C-acetyltransferase]-activating enzyme activity"
"669","GO:0003700","106248","DNA-binding transcription factor activity"
"670","GO:0005634","106248","nucleus"
"671","GO:0006355","106248","regulation of DNA-templated transcription"
"672","GO:0008270","106248","zinc ion binding"
"673","GO:0045127","106272","N-acetylglucosamine kinase activity"
"674","GO:0005351","106342","carbohydrate:proton symporter activity"
"675","GO:0008643","106342","carbohydrate transport"
"676","GO:0016020","106342","membrane"
"677","GO:0005215","106342","transporter activity"
"678","GO:0006810","106342","transport"
"679","GO:0016021","106342","membrane"
"680","GO:0006865","106463","amino acid transport"
"681","GO:0015171","106463","amino acid transmembrane transporter activity"
"682","GO:0016020","106463","membrane"
"683","GO:0016021","106463","membrane"
"684","GO:0006810","106463","transport"
"685","GO:0005215","106947","transporter activity"
"686","GO:0006810","106947","transport"
"687","GO:0016021","106947","membrane"
"688","GO:0005509","107022","calcium ion binding"
"689","GO:0008152","107161","metabolic process"
"690","GO:0016491","107161","oxidoreductase activity"
"691","GO:0006118","109017","obsolete electron transport"
"692","GO:0016491","109017","oxidoreductase activity"
"693","GO:0020037","109017","heme binding"
"694","GO:0046914","109017","transition metal ion binding"
"695","GO:0010181","109017","FMN binding"
"696","GO:0004460","109017","L-lactate dehydrogenase (cytochrome) activity"
"697","GO:0006950","109027","response to stress"
"698","GO:0016021","109027","membrane"
"699","GO:0005737","109060","cytoplasm"
"700","GO:0008677","109060","2-dehydropantoate 2-reductase activity"
"701","GO:0015939","109060","pantothenate metabolic process"
"702","GO:0016491","109060","oxidoreductase activity"
"703","GO:0050661","109060","NADP binding"
"704","GO:0003824","110140","catalytic activity"
"705","GO:0019752","110140","carboxylic acid metabolic process"
"706","GO:0046912","110140","acyltransferase activity, acyl groups converted into alkyl on transfer"
"707","GO:0003852","110140","2-isopropylmalate synthase activity"
"708","GO:0009098","110140","leucine biosynthetic process"
"709","GO:0003824","110911","catalytic activity"
"710","GO:0004672","111534","protein kinase activity"
"711","GO:0005524","111534","ATP binding"
"712","GO:0006468","111534","protein phosphorylation"
"713","GO:0004674","111534","protein serine/threonine kinase activity"
"714","GO:0004683","111534","calmodulin-dependent protein kinase activity"
"715","GO:0003677","113649","DNA binding"
"716","GO:0003702","113649","obsolete RNA polymerase II transcription factor activity"
"717","GO:0005634","113649","nucleus"
"718","GO:0005669","113649","transcription factor TFIID complex"
"719","GO:0006355","113649","regulation of DNA-templated transcription"
"720","GO:0006367","113649","transcription initiation at RNA polymerase II promoter"
"721","GO:0004096","115877","catalase activity"
"722","GO:0006118","115877","obsolete electron transport"
"723","GO:0006979","115877","response to oxidative stress"
"724","GO:0005506","115877","iron ion binding"
"725","GO:0020037","115877","heme binding"
"726","GO:0003676","115991","nucleic acid binding"
"727","GO:0008270","115991","zinc ion binding"
"728","GO:0003777","118748","microtubule motor activity"
"729","GO:0005524","118748","ATP binding"
"730","GO:0005875","118748","microtubule associated complex"
"731","GO:0007018","118748","microtubule-based movement"
"732","GO:0000166","119075","nucleotide binding"
"733","GO:0004812","119075","aminoacyl-tRNA ligase activity"
"734","GO:0005524","119075","ATP binding"
"735","GO:0005737","119075","cytoplasm"
"736","GO:0006412","119075","translation"
"737","GO:0006418","119075","tRNA aminoacylation for protein translation"
"738","GO:0003676","119075","nucleic acid binding"
"739","GO:0004815","119075","aspartate-tRNA ligase activity"
"740","GO:0006422","119075","aspartyl-tRNA aminoacylation"
"741","GO:0003700","120465","DNA-binding transcription factor activity"
"742","GO:0005634","120465","nucleus"
"743","GO:0006355","120465","regulation of DNA-templated transcription"
"744","GO:0008270","120465","zinc ion binding"
"745","GO:0008864","121006","formyltetrahydrofolate deformylase activity"
"746","GO:0006865","122420","amino acid transport"
"747","GO:0015171","122420","amino acid transmembrane transporter activity"
"748","GO:0016020","122420","membrane"
"749","GO:0006810","122420","transport"
"750","GO:0008152","122737","metabolic process"
"751","GO:0008484","122737","sulfuric ester hydrolase activity"
"752","GO:0003700","122830","DNA-binding transcription factor activity"
"753","GO:0005634","122830","nucleus"
"754","GO:0006355","122830","regulation of DNA-templated transcription"
"755","GO:0008270","122830","zinc ion binding"
"756","GO:0003677","122830","DNA binding"
"757","GO:0006350","122830","DNA-templated transcription"
"758","GO:0008152","122927","metabolic process"
"759","GO:0016829","122927","lyase activity"
"760","GO:0045543","122997","gibberellin 2-beta-dioxygenase activity"
"761","GO:0004616","123029","phosphogluconate dehydrogenase (decarboxylating) activity"
"762","GO:0006098","123029","pentose-phosphate shunt"
"763","GO:0016491","123029","oxidoreductase activity"
"764","GO:0008679","123029","2-hydroxy-3-oxopropionate reductase activity"
"765","GO:0003700","123069","DNA-binding transcription factor activity"
"766","GO:0005634","123069","nucleus"
"767","GO:0006355","123069","regulation of DNA-templated transcription"
"768","GO:0008270","123069","zinc ion binding"
"769","GO:0003677","123069","DNA binding"
"770","GO:0006350","123069","DNA-templated transcription"
